date,content
11/02/2020,"('china', 65)
('people', 46)
('chinese', 32)
('mask', 23)
('hong', 22)
('novel', 20)
('singapore', 20)
('wuhan', 20)
('outbreak', 18)
('pm', 18)
('cases', 18)
('kong', 18)
('|', 16)
('coronavirus:', 15)
('india', 14)
('global', 14)
('#china', 13)
('spread', 13)
('jinping', 13)
('quarantine', 12)
"
12/02/2020,"('china', 43)
('people', 33)
('mask', 29)
('outbreak', 27)
('cases', 25)
('#coronavirusoutbreak', 23)
('wuhan', 22)
('chinese', 18)
('singapore', 15)
('confirmed', 15)
('novel', 15)
('health', 14)
('infected', 13)
('hong', 13)
(':', 13)
('travel', 13)
('@rahulgandhi', 13)
('disease', 12)
('news', 12)
('coronavirus:', 12)
"
13/02/2020,"('china', 49)
('cases', 46)
('people', 44)
('mask', 28)
('wuhan', 25)
('chinese', 24)
('#coronavirusoutbreak', 21)
('number', 16)
('outbreak', 15)
('india', 14)
('hubei', 14)
('health', 14)
('country', 13)
('deaths', 13)
('spread', 12)
('infected', 12)
('help', 12)
('coronavirus:', 12)
('safe', 12)
('#covid19', 11)
"
14/02/2020,"('china', 50)
('mask', 23)
('wuhan', 23)
('health', 20)
('cases', 20)
('people', 18)
('infected', 16)
('evacuation', 16)
('outbreak', 15)
('modi', 15)
('|', 15)
('air', 14)
('india', 13)
('spread', 13)
('pm', 13)
('chinese', 13)
('novel', 12)
('hong', 12)
('appreciates', 11)
('india,', 11)
"
15/02/2020,"('china', 26)
('god', 22)
('people', 19)
('mask', 17)
('infected', 17)
('wuhan', 14)
('chinese', 13)
('kabir', 12)
('outbreak', 12)
('cases', 11)
('care', 11)
('health', 10)
('hong', 10)
('face', 9)
('confirmed', 8)
('measures', 8)
('wear', 8)
('#covid19', 8)
('it’s', 8)
('2020', 7)
"
16/02/2020,"('mask', 69)
('china', 31)
('people', 26)
('wearing', 23)
('police', 20)
('wuhan', 19)
('india', 18)
('quarantine', 16)
('students', 16)
('chinese', 15)
('cases', 15)
('library', 15)
('outbreak', 13)
('spread', 12)
('wears', 12)
('@delhipolice', 11)
('studying?', 11)
('news', 11)
('book', 11)
(':', 11)
"
17/02/2020,"('china', 34)
('mask', 34)
('wuhan', 26)
('people', 23)
('outbreak', 21)
('chinese', 21)
('police', 14)
('india', 13)
('biological', 13)
('hong', 13)
('kong', 13)
('#covid19', 12)
('|', 11)
('cases', 11)
('wearing', 11)
('weapon', 11)
('creator', 11)
('dr.', 11)
(':', 10)
('@cultfree54', 10)
"
18/02/2020,"('wuhan', 35)
('china', 32)
('mask', 30)
('evacuation', 17)
('people', 17)
('chinese', 15)
('outbreak', 14)
('pm', 13)
('entire', 13)
('nation', 13)
('stands', 13)
('quarantine', 13)
('hong', 13)
('lauds', 12)
('crisis,', 12)
('firmly', 12)
('death', 12)
('government', 11)
('team:', 11)
(""'in"", 11)
"
19/02/2020,"('china', 31)
('people', 29)
('chinese', 25)
('mask', 22)
('health', 16)
('wuhan', 15)
('news', 14)
('outbreak', 14)
('good', 13)
('cases', 13)
('#covid19', 12)
('#china', 11)
('hong', 10)
('indian', 9)
('country', 9)
('quarantine', 9)
('|', 9)
('students', 8)
('death', 7)
('hospital', 7)
"
20/02/2020,"('china', 26)
('people', 23)
('mask', 18)
('cases', 16)
('health', 13)
('chinese', 12)
('hong', 12)
('india', 12)
('novel', 11)
(':', 11)
('—', 11)
('confirmed', 11)
('help', 10)
('wuhan', 10)
('infected', 10)
('outbreak', 9)
('#covid19', 8)
('love', 8)
('today', 8)
('medical', 8)
"
21/02/2020,"('china', 26)
('people', 22)
('chinese', 15)
('mask', 14)
('death', 12)
('cases', 12)
('infected', 11)
('health', 11)
('2', 10)
('city', 10)
('#china', 10)
('korea', 10)
('#covid19', 9)
('south', 9)
('toll', 9)
('confirmed', 9)
('novel', 9)
(':', 9)
('outbreak', 9)
('india', 8)
"
22/02/2020,"('china', 29)
('wuhan', 20)
('indian', 20)
('cases', 19)
('mask', 18)
('people', 17)
('flight', 17)
('india', 15)
('#covid19', 14)
('chinese', 14)
(':', 14)
('#swachhsurvekshan2020surat', 13)
('it’s', 12)
('clearance', 12)
('korea', 11)
('health', 11)
('outbreak', 11)
('novel', 11)
('global', 10)
('death', 10)
"
23/02/2020,"('cases', 44)
('people', 31)
('china', 25)
('mask', 24)
('south', 22)
('outbreak', 20)
('korea', 19)
('reported', 14)
('iran', 14)
('#china', 14)
('countries', 14)
('infected', 13)
('india', 13)
('wuhan', 13)
('number', 13)
('infections', 12)
('global', 12)
('it’s', 12)
('#covid19', 12)
(':', 11)
"
24/02/2020,"('cases', 73)
('people', 43)
('mask', 37)
('infected', 32)
('countries', 28)
('number', 27)
('china', 25)
('novel', 23)
('coronavirus?', 20)
('china?', 20)
('real-time', 20)
('updates', 20)
('worldwide.', 19)
('@channelnewsasia', 18)
('risk', 17)
('outbreak', 15)
('quarantine', 14)
('chinese', 14)
('korean', 13)
('south', 13)
"
25/02/2020,"('cases', 81)
('people', 55)
('mask', 34)
('countries', 33)
('infected', 30)
('novel', 28)
('health', 25)
('updates', 22)
('number', 22)
('quarantine', 21)
('outbreak', 20)
('worldwide.', 19)
('china', 19)
('coronavirus?', 18)
('china?', 18)
('real-time', 18)
('@channelnewsasia', 18)
('spread', 18)
('korea', 18)
('iran', 17)
"
26/02/2020,"('cases', 64)
('case', 53)
('people', 51)
('mask', 44)
('health', 36)
('reported', 32)
('confirmed', 31)
('pakistan', 30)
('iran', 29)
('allah', 28)
('#coronavirusoutbreak', 24)
('karachi', 24)
('medical', 24)
('countries', 20)
('number', 19)
('pakistan.', 18)
('novel', 18)
('infected', 18)
('safe', 17)
('outbreak', 16)
"
27/02/2020,"('mask', 59)
('cases', 48)
('people', 41)
('health', 32)
('countries', 28)
('#coronavirusupdates', 23)
('india', 20)
('masks', 19)
('number', 19)
('novel', 17)
('china', 17)
('quarantine', 16)
('good', 16)
('it’s', 15)
('updates', 15)
('iran', 15)
(':', 14)
('#coronaviruspakistan', 14)
('worldwide.', 14)
('spread', 14)
"
28/02/2020,"('people', 38)
('cases', 34)
('mask', 27)
('health', 23)
('global', 20)
('patients', 19)
('china', 18)
('countries', 18)
('number', 17)
('india', 16)
('face', 15)
('spread', 15)
('hope', 14)
('novel', 14)
('it’s', 14)
('outbreak', 13)
('february', 13)
('infected', 13)
('#covid2019', 13)
('news', 13)
"
29/02/2020,"('cases', 60)
('china', 31)
('people', 28)
('countries', 27)
('outbreak', 26)
('mask', 24)
('#china', 19)
('number', 19)
('2', 17)
('#covid19', 17)
('infected', 17)
('global', 17)
('health', 16)
('novel', 16)
('stay', 15)
('updates', 15)
('#covid2019', 15)
('iran', 15)
('live', 14)
('pakistan', 14)
"
01/03/2020,"('cases', 41)
('people', 41)
('mask', 39)
('china', 24)
('#covid19', 18)
('health', 17)
('news', 17)
('#coronavirusupdate', 16)
('face', 15)
('safe', 14)
('novel', 14)
('#adoptvedicholipreventcorona', 13)
('countries', 13)
('wear', 12)
('good', 12)
('reported', 12)
('outbreak', 12)
('holi', 11)
('2', 11)
('@realdonaldtrump', 11)
"
02/03/2020,"('cases', 48)
('people', 45)
('india', 31)
('case', 29)
('#covid19', 25)
('#coronaoutbreak', 24)
('country', 20)
('mask', 20)
('news', 19)
('#coronavirusupdate', 18)
('death', 17)
('quarantine', 17)
('protect', 16)
('hands', 15)
('2', 15)
('countries', 15)
('health', 15)
('spread', 14)
('travel', 14)
('masks', 14)
"
03/03/2020,"('people', 54)
('india', 39)
('#coronavirusindia', 24)
('#covid_19', 24)
('risk', 24)
('spread', 23)
('cases', 23)
('reduce', 21)
('mask', 20)
('countries', 20)
('stay', 18)
('news', 17)
('@narendramodi', 17)
('#coronavirusreachesdelhi', 17)
('#coronaoutbreak', 16)
('it’s', 16)
('fight', 16)
('rate', 15)
('case', 15)
('government', 15)
"
04/03/2020,"('india', 50)
('people', 48)
('mask', 42)
('#coronaalert', 34)
('cases', 32)
('#coronavirusinindia', 28)
('spread', 25)
('government', 21)
('avoid', 21)
('holi', 21)
('positive', 18)
('countries', 18)
('#covid_19', 18)
('@narendramodi', 18)
('health', 17)
('novel', 17)
('stay', 17)
('#covid2019', 16)
('#coronavirusindia', 15)
('safe', 15)
"
05/03/2020,"('people', 42)
('india', 35)
('mask', 29)
('#coronavirusinindia', 26)
('safe', 26)
('cases', 25)
('#coronaalert', 19)
('➡️', 19)
('spread', 18)
('protect', 17)
('infection', 16)
('case', 15)
('hands', 15)
('fight', 14)
('infected', 14)
('country', 13)
('health', 13)
('death', 13)
('#coronavirusoutbreak', 13)
('wash', 13)
"
06/03/2020,"('people', 54)
('mask', 34)
('cases', 31)
('india', 31)
('health', 23)
('china', 20)
('quarantine', 18)
('spread', 17)
('#covid19', 16)
('@narendramodi', 16)
('#coronaalert', 14)
('safe', 14)
('wash', 14)
('cure', 13)
('stay', 13)
('panic', 13)
('high', 13)
('medical', 13)
('#covidー19', 13)
('economy', 12)
"
07/03/2020,"('cases', 50)
('people', 31)
('safe', 27)
('india', 27)
('#covid19', 25)
('mask', 20)
('health', 20)
('avoid', 19)
('sold\n-', 19)
('positive', 17)
('spread', 16)
('news', 15)
('quarantine', 14)
('infection', 14)
('china', 14)
('outbreak', 14)
('#covidー19', 14)
('stay', 14)
(':', 13)
('hotel', 13)
"
08/03/2020,"('people', 60)
('cases', 37)
('#covid19', 25)
('mask', 25)
('spread', 21)
('death', 21)
('china', 20)
('italy', 20)
('countries', 19)
('quarantine', 19)
('india', 18)
('✔️\n➖', 16)
('16', 15)
('outbreak', 14)
('@narendramodi', 13)
('confirmed', 13)
(':', 13)
('3', 12)
('coronavirus:', 12)
('travel', 11)
"
09/03/2020,"('cases', 41)
('people', 32)
('mask', 29)
('#covid2019', 25)
('spread', 19)
('number', 19)
('message', 17)
('health', 16)
('travel', 15)
('#coronavirusoutbreak', 15)
('novel', 14)
('india', 14)
('china', 14)
('@drharshvardhan', 12)
('@pmoindia', 12)
('countries', 12)
('#covid19', 12)
('holi', 12)
('infected', 12)
('news', 11)
"
10/03/2020,"('people', 43)
('✔️\n➖', 42)
('cases', 37)
('death', 34)
('#covid19', 28)
('spread', 23)
('health', 20)
('italy', 19)
('india', 19)
('#covid2019', 19)
('china', 18)
('mask', 17)
('confirmed', 16)
('positive', 16)
('care', 16)
('#coronavirusupdate', 15)
('channel', 15)
('case', 14)
('number', 14)
('#coronavirusoutbreak', 13)
"
11/03/2020,"('#covid19', 56)
('health', 36)
('cases', 36)
('people', 35)
('pandemic', 28)
('spread', 28)
('declares', 24)
('india', 23)
('global', 20)
('countries', 20)
('leave', 20)
('declared', 19)
('outbreak', 18)
('travel', 17)
('safe', 16)
('quarantine', 15)
('government', 14)
('@who', 14)
('mask', 13)
('fight', 13)
"
12/03/2020,"('#covid_19', 67)
('#coronaviruspandemic', 38)
('people', 36)
('#coronavirusupdate', 22)
('spread', 21)
('#covid19', 20)
('positive', 18)
('cases', 18)
('travel', 17)
('health', 17)
('china', 15)
('#coronaoutbreak', 15)
('2', 15)
('death', 14)
('infected', 14)
('march', 14)
('help', 14)
('number', 13)
('well', 13)
('government', 13)
"
13/03/2020,"('people', 40)
('#covid_19', 38)
('death', 30)
('india', 28)
('#coronaoutbreak', 24)
('national', 23)
('deaths,', 23)
('⚰️\n➡️', 22)
('2', 22)
('president', 20)
('countries', 20)
('cases', 20)
('fight', 20)
('pmln', 20)
('trump', 19)
('emergency', 18)
('china', 17)
('health', 16)
('release', 15)
(':', 15)
"
14/03/2020,"('people', 45)
('#covidー19', 30)
('#covid19', 26)
('quarantine', 22)
('help', 21)
('cases', 20)
('mask', 20)
('day', 18)
('spread', 18)
('#coronavirusupdates', 18)
('positive', 17)
('india', 16)
('death', 16)
('fight', 16)
('spreading', 15)
('2', 15)
('government', 14)
('health', 14)
('march', 14)
('closed', 13)
"
15/03/2020,"('people', 35)
('#covidー19', 28)
('quarantine', 22)
('india', 22)
('spread', 20)
('#covid19', 20)
('mask', 19)
('@narendramodi', 19)
('deaths', 18)
('days', 18)
('cases', 18)
('help', 17)
('day', 17)
('#coronavirusupdates', 17)
('stay', 17)
('government', 16)
('health', 16)
('#coronavirusoutbreak', 16)
('biggest', 15)
('hope', 14)
"
16/03/2020,"('people', 51)
('quarantine', 41)
('cases', 34)
('#coronavirusoutbreak', 32)
('#covid19', 32)
('spread', 25)
('vaccine', 23)
('india', 21)
('march', 20)
('day', 18)
('good', 17)
('social', 17)
('video', 16)
('stay', 16)
('china', 15)
('work', 14)
('positive', 14)
('death', 13)
('mask', 13)
('infected', 13)
"
17/03/2020,"('people', 45)
('stay', 39)
('wash', 36)
('#covid19', 34)
('quarantine', 25)
('spread', 24)
('#coronavirusoutbreak', 23)
('hands,', 21)
('government', 21)
('cases', 21)
('fight', 18)
('safe', 17)
('india', 17)
('mask', 17)
('hands', 16)
('@pmoindia', 16)
('help', 14)
('govt', 13)
('positive', 13)
('protect', 12)
"
18/03/2020,"('people', 57)
('quarantine', 44)
('#covid19', 35)
('2', 34)
('it’s', 31)
('pakistan', 30)
('stay', 29)
('spread', 28)
('pandemic', 23)
('#coronavirusupdate', 22)
('deaths', 20)
('cases', 20)
('#coronavirusindia', 19)
('mask', 19)
('fight', 19)
('best', 17)
('cases:', 16)
('day', 16)
('@narendramodi', 16)
('days', 15)
"
19/03/2020,"('people', 55)
('quarantine', 45)
('spread', 33)
('14', 31)
('china', 31)
('help', 30)
('stay', 30)
('hrs', 29)
('@narendramodi', 28)
('india', 24)
('day', 24)
('safe', 23)
('cases', 20)
('fight', 19)
('situation', 19)
('#covid_19', 19)
('country', 18)
('curfew', 17)
('death', 17)
('#covid19', 16)
"
20/03/2020,"('people', 60)
('#covid_19', 53)
('quarantine', 48)
('stay', 36)
('india', 33)
('fight', 26)
('day', 24)
('days', 24)
('cases', 22)
('safe', 19)
('work', 16)
('social', 16)
('...', 15)
('government', 15)
('3', 14)
('help', 14)
('italy', 13)
('#coronavirusupdate', 13)
('country', 13)
('good', 12)
"
21/03/2020,"('stay', 58)
('quarantine', 51)
('people', 41)
('fight', 36)
('#covid_19', 35)
('spread', 28)
('#coronaviruspandemic', 24)
('safe', 21)
('help', 21)
('curfew', 20)
('country', 19)
('west', 19)
('@narendramodi', 18)
('pledge', 18)
('dmc', 18)
('#jantacurfew', 17)
('janta', 17)
('cases', 16)
('work', 16)
('india', 16)
"
22/03/2020,"('people', 55)
('quarantine', 39)
('stay', 38)
('#covid_19india', 34)
('fight', 26)
('@narendramodi', 25)
('day', 24)
('country', 22)
('lockdown', 21)
('@pmoindia', 20)
('spread', 20)
('india', 20)
('cases', 18)
('save', 17)
('#covid19', 17)
('help', 17)
('#covid_19', 16)
('#covidー19', 16)
('good', 15)
('#indiafightscorona', 14)
"
23/03/2020,"('quarantine', 53)
('stay', 47)
('people', 39)
('india', 30)
('#covidー19', 28)
('@narendramodi', 25)
('day', 24)
('cases', 22)
('#lockdownnow', 20)
('safe', 20)
('government', 19)
('mask', 18)
('#covid19', 17)
('@pmoindia', 17)
('#stayhomeindia', 15)
('spread', 15)
('#stayathomesavelives', 14)
('fight', 13)
('#stayhome', 13)
('work', 12)
"
24/03/2020,"('people', 59)
('quarantine', 42)
('stay', 32)
('fight', 28)
('@narendramodi', 28)
('21', 27)
('china', 27)
('days', 25)
('help', 23)
('day', 22)
('cases', 21)
('#coronaviruslockdown', 21)
('spread', 21)
('lockdown', 19)
('panic', 19)
('india', 18)
('wrong', 16)
('#coronavirusindia', 16)
('#21dayslockdown', 16)
('safe', 16)
"
25/03/2020,"('quarantine', 54)
('people', 42)
('fight', 32)
('stay', 31)
('china', 25)
('#covid2019', 24)
('india', 23)
('#covid19', 22)
('chinese', 22)
('days', 20)
('day', 19)
('@narendramodi', 19)
('help', 19)
('#coronaviruslockdown', 17)
('govt', 15)
('lockdown', 15)
('social', 15)
('#stayhome', 15)
('health', 14)
('police', 14)
"
26/03/2020,"('quarantine', 58)
('china', 49)
('people', 34)
('cases', 33)
('chinese', 31)
('help', 24)
('day', 24)
('fight', 20)
('india', 19)
('lockdown', 17)
('stay', 17)
('#chinavirus', 17)
('#chinesevirus19', 16)
('country', 15)
('#covid19', 15)
('#covid2019', 15)
('spread', 15)
('days', 14)
('#chinesevirus', 14)
('#coronavirusoubreak', 14)
"
27/03/2020,"('quarantine', 56)
('people', 47)
('cases', 39)
('#coronalockdown', 33)
('china', 25)
('#italy', 22)
('#covid2019', 21)
('help', 20)
('spread', 20)
('#pandemic', 20)
('#covid19', 20)
('fight', 20)
('country', 20)
('stay', 18)
('government', 18)
('#history', 18)
('#globalization', 18)
('@realdonaldtrump', 17)
('@narendramodi', 17)
('health', 17)
"
28/03/2020,"('quarantine', 62)
('people', 44)
('fight', 38)
('@narendramodi', 35)
('#covid_19', 33)
('help', 27)
('stay', 24)
('india', 23)
('#covid19', 23)
('spread', 22)
('positive', 21)
('lockdown', 19)
('day', 18)
('pandemic', 16)
('indian', 16)
('government', 14)
('small', 14)
('news', 14)
('infected', 13)
('cases', 13)
"
29/03/2020,"('quarantine', 65)
('people', 48)
('#covid_19', 47)
('india', 28)
('spread', 25)
('day', 24)
('@narendramodi', 23)
('china', 21)
('stay', 19)
('cases', 19)
('lockdown', 18)
('help', 17)
('#covid19', 17)
('sir', 17)
('fight', 15)
('#quarantine', 15)
('@pmoindia', 14)
('namo', 14)
('good', 13)
('#coronaupdate', 13)
"
30/03/2020,"('quarantine', 59)
('people', 50)
('#covid_19', 34)
('stay', 28)
(':', 26)
('#covid19', 25)
('country', 24)
('india', 22)
('fight', 22)
('day', 19)
('#quarantine', 17)
('spread', 17)
('help', 17)
('lockdown', 16)
('safe', 15)
('imran', 15)
('work', 15)
('khan', 15)
('relief', 15)
('fund', 15)
"
31/03/2020,"('people', 52)
('quarantine', 38)
('stay', 33)
('india', 25)
('spread', 23)
('#covid19', 22)
('cases', 20)
('fight', 18)
('april', 18)
('mask', 18)
('situation', 18)
('day', 18)
('government', 17)
('@narendramodi', 16)
('health', 16)
('+', 16)
('2', 15)
('good', 15)
('help', 15)
('pakistan', 14)
"
01/04/2020,"('people', 48)
('quarantine', 34)
('day', 29)
('india', 26)
('cases', 26)
('stay', 25)
('spread', 23)
('save', 22)
('fight', 22)
('#covidー19', 19)
('help', 16)
('#climatechange', 16)
('#covid19', 15)
('@narendramodi', 15)
('#hell', 15)
('#climatecrisis', 15)
('#heaven', 15)
('positive', 14)
('health', 13)
('hospital', 13)
"
02/04/2020,"('quarantine', 45)
('cases', 45)
('people', 39)
('stay', 27)
('fight', 23)
('india', 22)
('day', 22)
('spread', 19)
('health', 19)
('#quarantine', 18)
('@narendramodi', 18)
('#covid19pandemic', 18)
('#covid19', 17)
('global', 16)
('video', 16)
('government', 15)
('good', 15)
('dmc', 15)
('safe', 14)
('best', 14)
"
03/04/2020,"('quarantine', 62)
('people', 37)
('cases', 33)
('fight', 31)
('india', 31)
('stay', 27)
('@narendramodi', 25)
('#covid_19', 23)
('mask', 22)
('april', 20)
('#covid19', 20)
('#quarantine', 19)
('@pmoindia', 19)
('pm', 18)
('modi', 17)
('help', 16)
('health', 16)
('#stayhome', 15)
('positive', 15)
('medical', 15)
"
04/04/2020,"('quarantine', 51)
('people', 39)
('india', 32)
('#covid19', 31)
('@narendramodi', 28)
('fight', 28)
('stay', 25)
('spread', 22)
('cases', 22)
('#covid2019', 19)
('lockdown', 18)
('pm', 17)
('#lockdown', 16)
('day', 16)
('mask', 15)
('pandemic', 15)
('support', 15)
('spreading', 14)
('positive', 14)
('april', 14)
"
05/04/2020,"('fight', 54)
('#covid_19', 50)
('people', 46)
('india', 45)
('@narendramodi', 41)
('quarantine', 28)
('stay', 27)
('@pmoindia', 23)
('cases', 23)
('lockdown', 18)
('#covid19', 18)
('day', 18)
('good', 17)
('support', 16)
('positive', 16)
('pm', 15)
('#stayhome', 14)
('lighting', 14)
('health', 14)
('modi', 14)
"
06/04/2020,"('#covid_19', 89)
('#borisjohnson', 41)
('god', 39)
('news', 38)
('fight', 36)
('boris', 36)
('quarantine', 34)
('pray', 34)
('pm', 34)
('#pakistan', 33)
('#coronaviruslockdown', 32)
('guys', 32)
('people', 32)
('#stayhomestaysafe', 31)
('johnson', 31)
('care', 31)
('extremely', 29)
('saddest', 29)
('deeply', 29)
('sorrow', 29)
"
07/04/2020,"('quarantine', 40)
('people', 38)
('fight', 31)
('cases', 30)
('minister', 27)
('prime', 26)
('stay', 25)
('#covid19', 24)
('india', 24)
('help', 24)
('lockdown', 22)
('#covid_19', 21)
('mask', 21)
('@narendramodi', 21)
('health', 20)
('pm', 20)
('day', 20)
('president', 17)
('lives', 17)
('social', 16)
"
08/04/2020,"('stay', 46)
('quarantine', 40)
('people', 40)
('life', 38)
('health', 36)
('fight', 34)
('minister', 34)
('help', 32)
('warriors', 32)
('family', 31)
('prayers', 30)
('@narendramodi', 29)
('offer', 28)
('govt.', 28)
('service', 27)
('mother', 26)
('baby.', 26)
('purest', 26)
('divinity.', 26)
('happiness', 26)
"
09/04/2020,"('quarantine', 68)
('people', 45)
('india', 40)
('cases', 36)
('@narendramodi', 30)
('lockdown', 26)
('country', 23)
('fight', 22)
('#covidー19', 21)
('stay', 21)
('help', 19)
('#covid_19', 18)
('good', 18)
('sir', 18)
('mask', 17)
('days', 15)
('death', 14)
('safe', 14)
('total', 13)
('family', 13)
"
10/04/2020,"('india', 134)
('lockdown', 117)
('kashmir', 100)
('...', 53)
('almighty', 53)
('allah', 53)
('lockdown...\nthink', 50)
('humen', 50)
('humanity...', 50)
('warning', 50)
('free', 42)
('discuss', 41)
('quarantine', 38)
('cases', 36)
('independent', 35)
('video', 27)
('dear', 26)
('@narendramodi', 25)
('great', 25)
('people', 25)
"
11/04/2020,"('quarantine', 40)
('people', 38)
('#covid__19', 30)
('fight', 27)
('lockdown', 22)
('cases', 20)
('@narendramodi', 19)
('@pmoindia', 18)
('positive', 18)
('stay', 18)
('country', 17)
('#covid19', 17)
('india', 16)
('|', 15)
('good', 14)
('#stayhome', 13)
('#covid_19', 13)
('safe', 13)
('hope', 13)
('spread', 13)
"
12/04/2020,"('quarantine', 37)
('people', 27)
('india', 25)
('#covid__19', 25)
('stay', 24)
('@narendramodi', 24)
('@pmoindia', 24)
('#covid_19', 23)
('#lockdown', 23)
('fight', 22)
('good', 22)
('help', 21)
('lockdown', 19)
('spread', 18)
('country', 15)
('#covid19', 15)
('best', 15)
('day', 15)
('china', 15)
('food', 14)
"
13/04/2020,"('people', 42)
('quarantine', 42)
('cases', 35)
('india', 31)
('fight', 26)
('@narendramodi', 24)
('positive', 24)
('#covid19', 22)
('lockdown', 22)
('stay', 21)
('namo', 20)
('day', 18)
('govt', 18)
('@pmoindia', 16)
('spread', 16)
('#quarantine', 16)
('help', 15)
('good', 15)
('days', 14)
('#covid2019', 14)
"
14/04/2020,"('people', 61)
('quarantine', 55)
('india', 32)
('fight', 28)
('help', 26)
('@narendramodi', 26)
('#covid19', 25)
('sir', 23)
('stay', 22)
('cases', 18)
('social', 17)
('spread', 17)
('positive', 16)
('today', 16)
('health', 16)
('pandemic', 15)
('#quarantine', 15)
('@pmoindia', 15)
('mask', 15)
('pm', 15)
"
15/04/2020,"('#covid_19', 48)
('quarantine', 45)
('india', 39)
('people', 38)
('fight', 30)
('help', 27)
('stay', 21)
('day', 20)
('lockdown', 19)
('country', 18)
('@narendramodi', 18)
('#lockdown', 18)
('china', 18)
('work', 17)
('spread', 16)
('good', 16)
('pandemic', 15)
('great', 14)
('days', 14)
('#covid19', 14)
"
16/04/2020,"('#covid_19', 57)
('quarantine', 38)
('people', 35)
('lockdown', 32)
('stay', 30)
('fight', 26)
('india', 22)
('@narendramodi', 21)
('spread', 19)
('help', 18)
('cases', 17)
('#lockdown', 16)
('work', 16)
('#covid19', 16)
('@rahulgandhi', 15)
('it’s', 15)
('positive', 15)
('safe', 14)
('days', 14)
('strategy', 14)
"
17/04/2020,"('#covid_19', 64)
('quarantine', 50)
('people', 49)
('fight', 26)
('@narendramodi', 24)
('#covid19', 24)
('vaccine', 23)
('stay', 23)
('lockdown', 22)
('government', 21)
('food', 21)
('namo', 20)
('cases', 20)
('positive', 19)
('india', 19)
('mask', 18)
('spread', 17)
('china', 17)
('testing', 15)
('help', 15)
"
